id,name,has_pom
MDEwOlJlcG9zaXRvcnkxODM0MjY=,alexvod/geosearch,false
MDEwOlJlcG9zaXRvcnkxODM0NzU=,StigLau/ultimate-roundtrip,true
MDEwOlJlcG9zaXRvcnkxODM1NTk=,ulikoehler/1x1,false
MDEwOlJlcG9zaXRvcnkxODM1NjY=,ulikoehler/jbookmanager,false
MDEwOlJlcG9zaXRvcnkxODM4MTA=,akara/faban,false
MDEwOlJlcG9zaXRvcnkxODM3NDU=,robertpfeiffer/dbpedia-clustering,false
MDEwOlJlcG9zaXRvcnkxODM4MTk=,weratyr/ppj09_fd,false
MDEwOlJlcG9zaXRvcnkxODM4NDU=,jexp/xmldsl,true
MDEwOlJlcG9zaXRvcnkxODM5NzA=,jcorrius/go-oo-mingw32-soc,false
MDEwOlJlcG9zaXRvcnkxODQwOTQ=,cdepillabout/geneticmidi,false
MDEwOlJlcG9zaXRvcnkxODQxNjU=,mix3/openid,true
MDEwOlJlcG9zaXRvcnkxODQ1ODA=,mix3/struts2-archetype-quickstart,true
MDEwOlJlcG9zaXRvcnkxODQ0Njk=,qwert666/womber,false
MDEwOlJlcG9zaXRvcnkxODQ2MDQ=,Twitter4J/Twitter4J,false
MDEwOlJlcG9zaXRvcnkxODQ4NzI=,rictic/ANTLR-Precedence-Climbing,false
MDEwOlJlcG9zaXRvcnkxODQ5MTM=,arturaz/algorithm-theory-lab,false
MDEwOlJlcG9zaXRvcnkxODUwMDA=,astro/collectd,false
MDEwOlJlcG9zaXRvcnkxODUwMTA=,dmorrison/jsp-music-catalog,false
MDEwOlJlcG9zaXRvcnkxODUwMjY=,hyphanet/fred,false
MDEwOlJlcG9zaXRvcnkxODUwNDk=,hyphanet/contrib,false
MDEwOlJlcG9zaXRvcnkxODUwNjU=,hyphanet/java_installer,false
MDEwOlJlcG9zaXRvcnkxODUwNzI=,hyphanet/plugin-Freetalk,false
MDEwOlJlcG9zaXRvcnkxODU0MDY=,nall/FPGA-la,false
MDEwOlJlcG9zaXRvcnkxODUwNzU=,hyphanet/plugin-WebOfTrust,false
MDEwOlJlcG9zaXRvcnkxODU0MjI=,xli/fireworks-intellij-plugin,false
MDEwOlJlcG9zaXRvcnkxODUxNjM=,fredzilla/Graphing-Calculator,false
MDEwOlJlcG9zaXRvcnkxODU0MzI=,hyphanet/simulator-simsalabim,false
MDEwOlJlcG9zaXRvcnkxODUxNjQ=,kompiro/quick-junit,true
MDEwOlJlcG9zaXRvcnkxODU0MzQ=,akio0911/learning2009,false
MDEwOlJlcG9zaXRvcnkxODUyNTI=,saces/jHyperocha,false
MDEwOlJlcG9zaXRvcnkxODU0MzY=,hyphanet/Thingamablog-Freenet,false
MDEwOlJlcG9zaXRvcnkxODUyNTg=,hyphanet/legacy,false
MDEwOlJlcG9zaXRvcnkxODU0NTg=,amaximov/kata,false
MDEwOlJlcG9zaXRvcnkxODUyNjI=,hyphanet/plugin-HelloFCP,false
MDEwOlJlcG9zaXRvcnkxODU1NjA=,0chroma/dojo-chan,false
MDEwOlJlcG9zaXRvcnkxODUyNjY=,hyphanet/plugin-HelloWorld,false
MDEwOlJlcG9zaXRvcnkxODU3MTY=,novalis/BusTracker,false
MDEwOlJlcG9zaXRvcnkxODUyNjk=,hyphanet/plugin-JSTUN,false
MDEwOlJlcG9zaXRvcnkxODU3OTk=,paulgb/webFractal,false
MDEwOlJlcG9zaXRvcnkxODUyNzM=,hyphanet/plugin-KeyUtils,false
MDEwOlJlcG9zaXRvcnkxODU4MjA=,bchi/OABFP4J,false
MDEwOlJlcG9zaXRvcnkxODUyNzY=,hyphanet/plugin-Librarian,false
MDEwOlJlcG9zaXRvcnkxODYwMDc=,luontola/tdd-tetris-tutorial,true
MDEwOlJlcG9zaXRvcnkxODUyNzk=,hyphanet/plugin-MDNSDiscovery,false
MDEwOlJlcG9zaXRvcnkxODYxMDc=,esbie/HMM-POS,false
MDEwOlJlcG9zaXRvcnkxODUyODI=,hyphanet/plugin-SNMP,false
MDEwOlJlcG9zaXRvcnkxODUyODU=,hyphanet/plugin-TestGallery,false
MDEwOlJlcG9zaXRvcnkxODUyODc=,hyphanet/plugin-ThawIndexBrowser,false
MDEwOlJlcG9zaXRvcnkxODYxNDU=,aidanf/Knight,false
MDEwOlJlcG9zaXRvcnkxODUyODk=,hyphanet/plugin-UPnP,false
MDEwOlJlcG9zaXRvcnkxODYzOTQ=,kinabalu/yammer4j,true
MDEwOlJlcG9zaXRvcnkxODUyOTE=,hyphanet/plugin-XMLLibrarian,false
MDEwOlJlcG9zaXRvcnkxODUyOTU=,hyphanet/plugin-XMLSpider,false
MDEwOlJlcG9zaXRvcnkxODUzNDI=,hyphanet/blueBunny,false
MDEwOlJlcG9zaXRvcnkxODUzNDQ=,hyphanet/plugin-old-bookmarkplugin,false
MDEwOlJlcG9zaXRvcnkxODUzNTU=,hyphanet/plugin-Echo,false
MDEwOlJlcG9zaXRvcnkxODUzNTc=,hyphanet/plugin-Freemail,false
MDEwOlJlcG9zaXRvcnkxODUzNjU=,hyphanet/simulator-freenet-caching,false
MDEwOlJlcG9zaXRvcnkxODUzNzA=,hyphanet/lib-jfcp,false
MDEwOlJlcG9zaXRvcnkxODY1NzQ=,liesen/heatmap,false
MDEwOlJlcG9zaXRvcnkxODY2NDA=,jabley/rate-limit,false
MDEwOlJlcG9zaXRvcnkxODUzNzg=,hyphanet/old-LibrarianSpider,false
MDEwOlJlcG9zaXRvcnkxODUzNzk=,hyphanet/simulator-load-balancing-sims,false
MDEwOlJlcG9zaXRvcnkxODY4NDk=,aidanf/gqserv,false
MDEwOlJlcG9zaXRvcnkxODY4NTA=,lithium/Filer,false
MDEwOlJlcG9zaXRvcnkxODY4ODg=,kohsuke/hadoop-importer,true
MDEwOlJlcG9zaXRvcnkxODY5NDk=,abesto/Calc,false
MDEwOlJlcG9zaXRvcnkxODc0MTI=,Guyome/Dynamic-Price-Demonstrator,false
MDEwOlJlcG9zaXRvcnkxODc0MTk=,roelandvanbatenburg/YPPPP,false
MDEwOlJlcG9zaXRvcnkxODc1MzY=,thasayu/rcblue,false
MDEwOlJlcG9zaXRvcnkxODc2NjY=,dsboulder/idea_cucumber,false
MDEwOlJlcG9zaXRvcnkxODc3MDQ=,hartmann/bidragsveilederwebdriver,true
MDEwOlJlcG9zaXRvcnkxODc3MTc=,QuBiT/cucumber-netbeans-plugin,false
MDEwOlJlcG9zaXRvcnkxODc4MjA=,hyperic/hq-squid,false
MDEwOlJlcG9zaXRvcnkxODc5MDg=,mp248778/javalette-mrjp,false
MDEwOlJlcG9zaXRvcnkxODc5NDk=,alexeypro/amqdemo,false
MDEwOlJlcG9zaXRvcnkxODc5OTI=,jruby/jruby-cdc,true
MDEwOlJlcG9zaXRvcnkxODgwNjc=,nirvdrum/cayenne,true
MDEwOlJlcG9zaXRvcnkxODg4ODk=,ee467/LHH,false
MDEwOlJlcG9zaXRvcnkxODkwMDQ=,admc/hudson-windmill,true
MDEwOlJlcG9zaXRvcnkxODkwMTQ=,codahale/shore,true
MDEwOlJlcG9zaXRvcnkxODkxMjY=,mfelix/velosynth,false
MDEwOlJlcG9zaXRvcnkxODkyMTI=,dieu/bolivar,false
MDEwOlJlcG9zaXRvcnkxODkyODI=,mrdon/fenggui,false
MDEwOlJlcG9zaXRvcnkxODkyODc=,Murmur/areenafeed,false
MDEwOlJlcG9zaXRvcnkxODkzMTI=,VonC/TCCC,false
MDEwOlJlcG9zaXRvcnkxODkzMzk=,moremagic/java-commander,false
MDEwOlJlcG9zaXRvcnkxODkzNzA=,bobbysmith007/cedet-semantic,false
MDEwOlJlcG9zaXRvcnkxODk0MTQ=,bagheera/dows,false
MDEwOlJlcG9zaXRvcnkxODk0Mjg=,rejeep/action_by_name,false
MDEwOlJlcG9zaXRvcnkxODk0NDk=,lsimons/jevent,true
MDEwOlJlcG9zaXRvcnkxOTAxMjg=,raldred/CodeRay,false
MDEwOlJlcG9zaXRvcnkxOTAxNzY=,Koo/kanji_input,false
MDEwOlJlcG9zaXRvcnkxOTAyOTQ=,schloepke/jbasics,true
MDEwOlJlcG9zaXRvcnkxOTAzOTQ=,jrudolph/object-browser,false
MDEwOlJlcG9zaXRvcnkxOTA0MTg=,joeshaw/beagle,false
MDEwOlJlcG9zaXRvcnkxOTA0NDg=,comboy/ebim,false
MDEwOlJlcG9zaXRvcnkxOTA1MDc=,seanahn/ode-ext,false
MDEwOlJlcG9zaXRvcnkxOTA1Mjk=,taboca/SVGPlanet-Flash,false
MDEwOlJlcG9zaXRvcnkxOTA1Njk=,Everteam-Software/ode-ext,false
MDEwOlJlcG9zaXRvcnkxOTA2MDI=,NewName/javaCUDA,false
MDEwOlJlcG9zaXRvcnkxOTA2MzA=,hesam/JOHN-Interpreter,false
MDEwOlJlcG9zaXRvcnkxOTA3NDQ=,henca887/wappy,false
MDEwOlJlcG9zaXRvcnkxOTA5ODU=,gjoseph/WiseIO,true
MDEwOlJlcG9zaXRvcnkxOTA3ODE=,athoune/Ditaa-web,false
MDEwOlJlcG9zaXRvcnkxOTEwNzU=,aperotte/persistentmatrix,false
MDEwOlJlcG9zaXRvcnkxOTA3ODI=,saces/SiteToolPlugin,false
MDEwOlJlcG9zaXRvcnkxOTEyMjg=,demian0311/scrumpoker,false
MDEwOlJlcG9zaXRvcnkxOTE1NTc=,skanev/playground,false
MDEwOlJlcG9zaXRvcnkxOTE1NjI=,yusuke/twitter4j-site,true
MDEwOlJlcG9zaXRvcnkxOTE1OTk=,gaal/Dembra,false
MDEwOlJlcG9zaXRvcnkxOTE2MzU=,badpopcorn/linkdroid,false
MDEwOlJlcG9zaXRvcnkxOTE2NTE=,sl4mmy/ozgevekent,false
MDEwOlJlcG9zaXRvcnkxOTE3MjM=,matthewmccullough/OmniscientDebugger,false
MDEwOlJlcG9zaXRvcnkxOTE4NTA=,DomDerrien/twetailerJ,false
MDEwOlJlcG9zaXRvcnkxOTI0Mzk=,displaypoints/dp-admanager3,false
MDEwOlJlcG9zaXRvcnkxOTI0ODY=,paweljot/srcrossroads,false
MDEwOlJlcG9zaXRvcnkxOTI1MzQ=,CthulhuChild/Ghosthack,false
MDEwOlJlcG9zaXRvcnkxOTI1NjQ=,hrehfeld/QuakeInjector,false
MDEwOlJlcG9zaXRvcnkxOTI1ODE=,vortex-5/plcthesis,false
MDEwOlJlcG9zaXRvcnkxOTI1OTQ=,spratt/apse503,false
MDEwOlJlcG9zaXRvcnkxOTI1OTU=,mrdon/jforum-cvs,false
MDEwOlJlcG9zaXRvcnkxOTI1OTk=,RickMoynihan/clojure,false
MDEwOlJlcG9zaXRvcnkxOTI2MDE=,wesbillman/backgammon,false
MDEwOlJlcG9zaXRvcnkxOTI2MTQ=,mrdon/jforum-plugins,false
MDEwOlJlcG9zaXRvcnkxOTI2Nzc=,gps/wakeup,false
MDEwOlJlcG9zaXRvcnkxOTI3MTE=,moka/pong,false
MDEwOlJlcG9zaXRvcnkxOTMxNzg=,xirior/OC-Praktikum,false
MDEwOlJlcG9zaXRvcnkxOTMzMDU=,lucasas/seleniumdsl,true
MDEwOlJlcG9zaXRvcnkxOTI3MTQ=,displaypoints/displaypoints,false
MDEwOlJlcG9zaXRvcnkxOTMzNjU=,sklemm/structure-cdk-ng,false
MDEwOlJlcG9zaXRvcnkxOTMzOTI=,Zorro666/LJ_android,false
MDEwOlJlcG9zaXRvcnkxOTM1NTY=,barakplasma/Blackjack,false
MDEwOlJlcG9zaXRvcnkxOTM4NzI=,blaine/cookbook,false
MDEwOlJlcG9zaXRvcnkxOTM1OTA=,sergioamim/exemplo,true
MDEwOlJlcG9zaXRvcnkxOTM5Mzk=,fuse/selection,false
MDEwOlJlcG9zaXRvcnkxOTM2NzE=,jcai/fepss-rpc,true
MDEwOlJlcG9zaXRvcnkxOTQwMTI=,elliottkember/The-Kember-Identity,false
MDEwOlJlcG9zaXRvcnkxOTQwMjg=,rajarshi/personal,false
MDEwOlJlcG9zaXRvcnkxOTQwMzk=,sagmor/Restobar,false
MDEwOlJlcG9zaXRvcnkxOTQxMjE=,gardon/ogc,false
MDEwOlJlcG9zaXRvcnkxOTQzNDY=,dreammind/mysql_notifier,false
MDEwOlJlcG9zaXRvcnkxOTQ0MzI=,skok/dendryt,false
MDEwOlJlcG9zaXRvcnkxOTQ0NzE=,volrath/Inteligencia,false
MDEwOlJlcG9zaXRvcnkxOTQ2MzM=,liucong/jms4cxf2,true
MDEwOlJlcG9zaXRvcnkxOTQ3NzM=,daytona/ignition,false
MDEwOlJlcG9zaXRvcnkxOTQ3NzQ=,jatovm/jato,false
MDEwOlJlcG9zaXRvcnkxOTQ4Mjg=,scoopr/COLLADA_Refinery,false
MDEwOlJlcG9zaXRvcnkxOTQ4OTc=,jblas-project/jblas,true
MDEwOlJlcG9zaXRvcnkxOTQ5MTM=,DomDerrien/two-tiers-utils,false
MDEwOlJlcG9zaXRvcnkxOTQ5NDc=,splhack/ctags-objc-ja,false
MDEwOlJlcG9zaXRvcnkxOTQ5NDk=,random234/genometools-java,false
MDEwOlJlcG9zaXRvcnkxOTQ5OTU=,enry86/restructor,false
MDEwOlJlcG9zaXRvcnkxOTUwNTE=,hyperic/hq-couchdb,false
MDEwOlJlcG9zaXRvcnkxOTUxNDQ=,bagheera/peer_to_peer_courier,false
MDEwOlJlcG9zaXRvcnkxOTUxNzA=,bagheera/restair,false
MDEwOlJlcG9zaXRvcnkxOTUxNzU=,jburly/battlecode,false
MDEwOlJlcG9zaXRvcnkxOTU1Mzc=,littlestarling/mystudy,false
MDEwOlJlcG9zaXRvcnkxOTUxOTI=,DivineDominion/XMLEditor,false
MDEwOlJlcG9zaXRvcnkxOTU2MjE=,emonti/buby,false
MDEwOlJlcG9zaXRvcnkxOTUyMDI=,gaffo/scumd,false
MDEwOlJlcG9zaXRvcnkxOTU2MjM=,tryggvil/com.idega.app.platform,false
MDEwOlJlcG9zaXRvcnkxOTUyODE=,struberg/maven-scm-providers-git,true
MDEwOlJlcG9zaXRvcnkxOTU2Mjc=,tamsler/sgs2,true
MDEwOlJlcG9zaXRvcnkxOTUzMzk=,0x6e6562/mercurial-jira-plugin,true
MDEwOlJlcG9zaXRvcnkxOTU2Mzg=,muhqu/soupscraper,false
MDEwOlJlcG9zaXRvcnkxOTU2Njc=,otoon/DendrytAA,false
MDEwOlJlcG9zaXRvcnkxOTU3OTM=,relevance/rcov,false
MDEwOlJlcG9zaXRvcnkxOTU2OTc=,dawehner/studium_info,false
MDEwOlJlcG9zaXRvcnkxOTU4MTU=,axiomsoftware/axiom-rhino,false
MDEwOlJlcG9zaXRvcnkxOTU3Mzg=,coredump/Lanterna,false
MDEwOlJlcG9zaXRvcnkxOTU5Nzg=,kevinjacobson/joltpowered09,false
MDEwOlJlcG9zaXRvcnkxOTU3NjI=,fabled1/DiscVac,false
MDEwOlJlcG9zaXRvcnkxOTU5ODM=,jgresula/jagpdf,false
MDEwOlJlcG9zaXRvcnkxOTYwMDI=,torquebox/torquebox,false
MDEwOlJlcG9zaXRvcnkxOTYwMTU=,luontola/extformatter,true
MDEwOlJlcG9zaXRvcnkxOTYwNDg=,luontola/visualvm4idea,true
MDEwOlJlcG9zaXRvcnkxOTYyMjg=,luontola/pommac,true
MDEwOlJlcG9zaXRvcnkxOTYwODA=,luontola/classmembersorter,true
MDEwOlJlcG9zaXRvcnkxOTYyMzc=,luontola/puzzle-warrior,true
MDEwOlJlcG9zaXRvcnkxOTYwOTg=,luontola/misc-tools,true
MDEwOlJlcG9zaXRvcnkxOTYxMDU=,luontola/weenyconsole,true
MDEwOlJlcG9zaXRvcnkxOTYyNzI=,luontola/thematrixtime,true
MDEwOlJlcG9zaXRvcnkxOTYxODU=,elcritch/Calendar,false
MDEwOlJlcG9zaXRvcnkxOTYzMTU=,dound/envi,false
MDEwOlJlcG9zaXRvcnkxOTY0NzE=,adamw/staticaccess-detector,false
MDEwOlJlcG9zaXRvcnkxOTY1NTc=,vain/Multifrac,false
MDEwOlJlcG9zaXRvcnkxOTY1Mjk=,geoffhotchkiss/Finding-the-Roots-of-Polynomials,false
MDEwOlJlcG9zaXRvcnkxOTY2NTg=,kbaribeau/mocksStubsAndSpies,false
MDEwOlJlcG9zaXRvcnkxOTY3NDU=,gorkem/BarcodeScannerRCP,false
MDEwOlJlcG9zaXRvcnkxOTcwMjc=,ttop/cuanto,false
MDEwOlJlcG9zaXRvcnkxOTcwNTE=,art-orlov/postgraduate,false
MDEwOlJlcG9zaXRvcnkxOTcxMjc=,atsushieno/mldsp,false
MDEwOlJlcG9zaXRvcnkxOTcxNzI=,Koo/InputMethodTest,false
MDEwOlJlcG9zaXRvcnkxOTcxODk=,johnantoni/old.tutorials,false
MDEwOlJlcG9zaXRvcnkxOTcyNDE=,SRabbelier/Melange,false
MDEwOlJlcG9zaXRvcnkxOTczMDM=,tosa/wmt-old,false
MDEwOlJlcG9zaXRvcnkxOTczMTI=,metaxy/openBibleViewer,false
MDEwOlJlcG9zaXRvcnkxOTc1MDM=,maxtilford/Miscellaneous,false
MDEwOlJlcG9zaXRvcnkxOTc2MjY=,liucong/workspace,false
MDEwOlJlcG9zaXRvcnkxOTc3MjQ=,kentaro714/java-document-based-application,false
MDEwOlJlcG9zaXRvcnkxOTc3NDA=,resmo/libjsms,true
MDEwOlJlcG9zaXRvcnkxOTc3NDI=,koush/androidmono,false
MDEwOlJlcG9zaXRvcnkxOTc5NTU=,kkrugler/peaks2kml,false
MDEwOlJlcG9zaXRvcnkxOTgyNjY=,protocol7/tcp-proxy,true
MDEwOlJlcG9zaXRvcnkxOTgyNzE=,protocol7/web-test,true
MDEwOlJlcG9zaXRvcnkxOTgzNjc=,Yasumoto/compilers,false
MDEwOlJlcG9zaXRvcnkxOTg0MjU=,jasoncodes/dirt,false
MDEwOlJlcG9zaXRvcnkxOTg1MTA=,pbourke/chat_server,false
MDEwOlJlcG9zaXRvcnkxOTg5OTA=,ka010/avrBridge,false
MDEwOlJlcG9zaXRvcnkxOTkzMzc=,jonphipps/Metadata-Registry,false
MDEwOlJlcG9zaXRvcnkxOTkzNzY=,dkoontz/GameLaunchpad,false
MDEwOlJlcG9zaXRvcnkxOTk0OTg=,benjaminjackman/brewmaster,true
MDEwOlJlcG9zaXRvcnkxOTk1NTg=,Bombe/jSite,false
MDEwOlJlcG9zaXRvcnkxOTk1OTA=,zxombie/contiki-arduino,false
MDEwOlJlcG9zaXRvcnkxOTk2MzM=,jefferis/micromanager12extras,false
MDEwOlJlcG9zaXRvcnkxOTk2NjE=,devent/syncman,true
MDEwOlJlcG9zaXRvcnkxOTk3NjQ=,thbar/opaz-plugdk,false
MDEwOlJlcG9zaXRvcnkxOTk2OTM=,maxandersen/update.xam.dk,false
MDEwOlJlcG9zaXRvcnkxOTk3OTU=,simmerz/sphinx_debian,false
MDEwOlJlcG9zaXRvcnkxOTk3MTY=,liesen/jotify,false
MDEwOlJlcG9zaXRvcnkxOTk4NTc=,jcon/Analytics-Dashboard,false
MDEwOlJlcG9zaXRvcnkyMDAwNzY=,srizzo/code2code,false
MDEwOlJlcG9zaXRvcnkyMDA1NzE=,Bombe/jFCPlib,true
MDEwOlJlcG9zaXRvcnkyMDA2Njc=,larsgeorge/ulog-reader,false
MDEwOlJlcG9zaXRvcnkyMDAxMjE=,constretto/constretto-core,true
MDEwOlJlcG9zaXRvcnkyMDA3NDM=,marioaquino/flickr,false
MDEwOlJlcG9zaXRvcnkyMDAxNTE=,goldbook/BombButton,false
MDEwOlJlcG9zaXRvcnkyMDA3OTQ=,runebot/runebot,true
MDEwOlJlcG9zaXRvcnkyMDAyNjQ=,rn0/java-calc,false
MDEwOlJlcG9zaXRvcnkyMDAzNDU=,programaker/programa-bissecao,false
MDEwOlJlcG9zaXRvcnkyMDE0MTg=,androidzaurus/WassrAndroidChannel,false
MDEwOlJlcG9zaXRvcnkyMDMwMTU=,anarcher/jsptag-blocks,true
MDEwOlJlcG9zaXRvcnkyMDMxNjA=,benwazza/hammer,false
MDEwOlJlcG9zaXRvcnkyMDMzMDQ=,antiraum/PhotoCompass,false
MDEwOlJlcG9zaXRvcnkyMDM1MjY=,jessicaowensby/QuickLaunch,false
MDEwOlJlcG9zaXRvcnkyMDMzMTM=,pbourke/com.pb.testservice,false
MDEwOlJlcG9zaXRvcnkyMDM1NzY=,subakva/formicid,false
MDEwOlJlcG9zaXRvcnkyMDMzODA=,jexp/dslbook,false
MDEwOlJlcG9zaXRvcnkyMDM1OTY=,whiteship/WebTUnit,true
MDEwOlJlcG9zaXRvcnkyMDM2MTI=,spidie/mvn2-spring-openjpa,true
MDEwOlJlcG9zaXRvcnkyMDM3MDE=,gmurray/jMaki,false
MDEwOlJlcG9zaXRvcnkyMDQzNjg=,dekz/CargoManager,false
MDEwOlJlcG9zaXRvcnkyMDQ0NjI=,androidzaurus/SQLiteTest,false
MDEwOlJlcG9zaXRvcnkyMDQ0OTg=,kohsuke/lego-sphere,true
MDEwOlJlcG9zaXRvcnkyMDQ2MDY=,deontologician/Experiments,false
MDEwOlJlcG9zaXRvcnkyMDUyMDE=,constretto/constretto-examples,false
MDEwOlJlcG9zaXRvcnkyMDQ3NTg=,rkh/hadoop-scripting,false
MDEwOlJlcG9zaXRvcnkyMDU0MDM=,apache/ofbiz,false
MDEwOlJlcG9zaXRvcnkyMDQ3ODc=,gscalzo/Sudoiku,false
MDEwOlJlcG9zaXRvcnkyMDU0MDc=,apache/directory-studio,true
MDEwOlJlcG9zaXRvcnkyMDQ5MzQ=,emilb/TvSeriesNZB,true
MDEwOlJlcG9zaXRvcnkyMDU0MTU=,apache/chainsaw,true
MDEwOlJlcG9zaXRvcnkyMDUwMDQ=,fajran/luaspot,false
MDEwOlJlcG9zaXRvcnkyMDU0MTc=,apache/maven-wagon,true
MDEwOlJlcG9zaXRvcnkyMDUwMDU=,leithaus/stockholm,true
MDEwOlJlcG9zaXRvcnkyMDU0MTg=,apache/maven-resources,true
MDEwOlJlcG9zaXRvcnkyMDUwMTk=,kohsuke/mina-sshd-historical,true
MDEwOlJlcG9zaXRvcnkyMDU0MjA=,apache/harmony-drlvm,false
MDEwOlJlcG9zaXRvcnkyMDU3MTQ=,larsgeorge/hbase-schema-manager,true
MDEwOlJlcG9zaXRvcnkyMDU3Nzc=,tommite/jsmaa,true
MDEwOlJlcG9zaXRvcnkyMDU4NTc=,gabrys/wikidot,false
MDEwOlJlcG9zaXRvcnkyMDYxNzY=,arnonmoscona/workspaces-plugin,false
MDEwOlJlcG9zaXRvcnkyMDYxODk=,hyperic/hqapi,true
MDEwOlJlcG9zaXRvcnkyMDYyMTk=,jackieju/ngus,false
MDEwOlJlcG9zaXRvcnkyMDYzMTA=,Everteam-Software/webservices-commons,false
MDEwOlJlcG9zaXRvcnkyMDYzMTc=,apache/camel,true
MDEwOlJlcG9zaXRvcnkyMDYzMTg=,apache/xmlgraphics-fop,true
MDEwOlJlcG9zaXRvcnkyMDYzMjA=,apache/maven-scm,true
MDEwOlJlcG9zaXRvcnkyMDYzMjI=,apache/maven-plugins,true
MDEwOlJlcG9zaXRvcnkyMDY0NTE=,apache/ode,true
MDEwOlJlcG9zaXRvcnkyMDYzMzU=,apache/directory-samples,false
MDEwOlJlcG9zaXRvcnkyMDYzMzk=,apache/maven-release,true
MDEwOlJlcG9zaXRvcnkyMDY0NTI=,apache/roller,true
MDEwOlJlcG9zaXRvcnkyMDYzNDE=,apache/maven-enforcer,true
MDEwOlJlcG9zaXRvcnkyMDY0NTk=,apache/avro,true
MDEwOlJlcG9zaXRvcnkyMDYzNDY=,apache/synapse,true
MDEwOlJlcG9zaXRvcnkyMDY0NzI=,aginor/alternet,false
MDEwOlJlcG9zaXRvcnkyMDYzNDg=,apache/maven-mercury,true
MDEwOlJlcG9zaXRvcnkyMDY0NzY=,apache/maven-artifact,true
MDEwOlJlcG9zaXRvcnkyMDY0Nzc=,apache/buildr,false
MDEwOlJlcG9zaXRvcnkyMDYzNTA=,apache/cayenne,true
MDEwOlJlcG9zaXRvcnkyMDY0Nzg=,apache/maven-doxia,true
MDEwOlJlcG9zaXRvcnkyMDYzNTc=,apache/pig,false
MDEwOlJlcG9zaXRvcnkyMDY0Nzk=,apache/qpid,false
MDEwOlJlcG9zaXRvcnkyMDYzNjI=,apache/commons-collections,true
MDEwOlJlcG9zaXRvcnkyMDY0ODI=,apache/abdera,true
MDEwOlJlcG9zaXRvcnkyMDYzNjM=,apache/maven-doxia-tools,true
MDEwOlJlcG9zaXRvcnkyMDY0ODM=,apache/maven,true
MDEwOlJlcG9zaXRvcnkyMDYzNjQ=,apache/openjpa,true
MDEwOlJlcG9zaXRvcnkyMDY1MTg=,matthewoliver/PasswordGen,false
MDEwOlJlcG9zaXRvcnkyMDYzNjY=,apache/mina,true
MDEwOlJlcG9zaXRvcnkyMDYzNjg=,apache/poi,false
MDEwOlJlcG9zaXRvcnkyMDY2MzI=,apache/maven-archetype,true
MDEwOlJlcG9zaXRvcnkyMDYzNzA=,apache/nutch,false
MDEwOlJlcG9zaXRvcnkyMDY2MzM=,apache/shindig,true
MDEwOlJlcG9zaXRvcnkyMDYzNzE=,apache/commons-codec,true
MDEwOlJlcG9zaXRvcnkyMDY2MzU=,apache/maven-plugin-tools,true
MDEwOlJlcG9zaXRvcnkyMDYzNzM=,apache/harmony-jdktools,false
MDEwOlJlcG9zaXRvcnkyMDY3ODk=,nishimotz/caststudio,false
MDEwOlJlcG9zaXRvcnkyMDY2MzY=,apache/commons-logging,true
MDEwOlJlcG9zaXRvcnkyMDc2MjQ=,harbulot/restlet-ldap-verifier,true
MDEwOlJlcG9zaXRvcnkyMDYzNzQ=,apache/maven-shared,true
MDEwOlJlcG9zaXRvcnkyMDY4MjA=,bbrowning/bespin_couch,false
MDEwOlJlcG9zaXRvcnkyMDY2OTQ=,mdoube/BoneJ,false
MDEwOlJlcG9zaXRvcnkyMDc3MTY=,dsaff/glinda,false
MDEwOlJlcG9zaXRvcnkyMDY5NDY=,lithium/Pomodoro,false
MDEwOlJlcG9zaXRvcnkyMDYzNzg=,apache/commons-lang,true
MDEwOlJlcG9zaXRvcnkyMDc3Mzk=,jspeis/Facebook-Notifier-for-Mac,false
MDEwOlJlcG9zaXRvcnkyMDY5OTk=,goldbook/Tenko,false
MDEwOlJlcG9zaXRvcnkyMDYzODQ=,apache/logging-log4j1,true
MDEwOlJlcG9zaXRvcnkyMDc3NzE=,MostafaGazar/DEGMA-Audio-Handler,false
MDEwOlJlcG9zaXRvcnkyMDczMjU=,acj/hpccmonwidget,false
MDEwOlJlcG9zaXRvcnkyMDc4MTA=,struberg/maven-scm-provider-tfs,true
MDEwOlJlcG9zaXRvcnkyMDYzODY=,apache/jsecurity,true
MDEwOlJlcG9zaXRvcnkyMDc0MzQ=,thejoshwolfe/jax,false
MDEwOlJlcG9zaXRvcnkyMDYzODc=,apache/activemq,true
MDEwOlJlcG9zaXRvcnkyMDc4MTE=,mattapayne/Jambase4J,false
MDEwOlJlcG9zaXRvcnkyMDc1MDk=,bragi/ioke-json,false
MDEwOlJlcG9zaXRvcnkyMDc4OTQ=,Koo/widget_catalog,false
MDEwOlJlcG9zaXRvcnkyMDYzOTE=,apache/maven-repository-tools,true
MDEwOlJlcG9zaXRvcnkyMDc1NDk=,libfirm/jFirm,false
MDEwOlJlcG9zaXRvcnkyMDc5NjY=,brolund/jambda,false
MDEwOlJlcG9zaXRvcnkyMDYzOTI=,apache/xmlgraphics-commons,true
MDEwOlJlcG9zaXRvcnkyMDc5Njk=,vishnugopal/java-examples,false
MDEwOlJlcG9zaXRvcnkyMDYzOTM=,apache/harmony-classlib,false
MDEwOlJlcG9zaXRvcnkyMDYzOTQ=,apache/struts1,true
